spp	x	y
Goupia glabra	-57.060547	2.686886
Goupia glabra	-57.289986	3.273014
Goupia glabra	-57.117675	2.776403
Goupia glabra	-57.304406	3.390891
Goupia glabra	-61.644444	-9.634722
Goupia glabra	-61.649167	-9.590278
Goupia glabra	-61.718056	-1.879167
Goupia glabra	-58.618056	-9.021667
Goupia glabra	-74.56469	8.35537
Goupia glabra	-68.157167	5.883417
Goupia glabra	-74.971639	5.768611
Goupia glabra	-72.426944	0.080556
Goupia glabra	-74.205067	7.05705
Goupia glabra	-73.519306	1.729417
Goupia glabra	-72.711669	2.494047
Goupia glabra	-71.32436	1.19965
Goupia glabra	-71.32436	0.92963
Goupia glabra	-70.37927	-2.3107
Goupia glabra	-69.29916	4.71
Goupia glabra	-68.21905	5.92513
Goupia glabra	-51.776667	-3.159167
Goupia glabra	-72.785056	1.152139
Goupia glabra	-75.377609	5.943333
Goupia glabra	-75.239385	6.027531
Goupia glabra	-75.264217	6.013301
Goupia glabra	-54.44857	2.23416
Goupia glabra	-70.91932	4.30496
Goupia glabra	-72.6745	-1.23059
Goupia glabra	-70.51428	4.57499
Goupia glabra	-70.6493	1.46968
Goupia glabra	-72.6745	-0.55552
Goupia glabra	-68.89412	5.52008
Goupia glabra	-72.13444	2.81981
Goupia glabra	-67.81401	3.76491
Goupia glabra	-69.83921	4.71
Goupia glabra	-72.80951	-1.09558
Goupia glabra	-69.02913	4.98003
Goupia glabra	-56.306111	-1.655278
Goupia glabra	-72.665472	1.9855
Goupia glabra	-72.481667	2.184583
Goupia glabra	-72.808444	2.522472
Goupia glabra	-72.781861	2.539194
Goupia glabra	-35.357222	-6.153056
Goupia glabra	-51.9601	3.71671
Goupia glabra	-74.871389	5.8375
Goupia glabra	-72.704472	2.511694
Goupia glabra	-69.7882	-2.92775
Goupia glabra	-74.789049	6.03062
Goupia glabra	-74.848791	6.09687
Goupia glabra	-74.874278	6.08147
Goupia glabra	-53.77619	2.37986
Goupia glabra	-53.43138	3.73168
Goupia glabra	-53.36744	3.18012
Goupia glabra	-52.35718	4.18786
Goupia glabra	-54.916667	4.583333
Goupia glabra	-75.020833	7.348333
Goupia glabra	-69.923028	-3.902
Goupia glabra	-75.160549	5.835623
Goupia glabra	-72.5531	0.0731
Goupia glabra	-72.4094	-0.2533
Goupia glabra	-72.1022	-0.0153
Goupia glabra	-72.1253	-0.0072
Goupia glabra	-72.425	-0.2456
Goupia glabra	-52.97958	5.30208
Goupia glabra	-53.87387	5.5053
Goupia glabra	-52.46494	4.62556
Goupia glabra	-53.90449	3.5355
Goupia glabra	-74.851889	7.3676
Goupia glabra	-72.341667	-0.1625
Goupia glabra	-52.35013	4.29056
Goupia glabra	-66.879722	1.315944
Goupia glabra	-68.221667	3.99
Goupia glabra	-69.515028	-1.076694
Goupia glabra	-61.453925	6.068792
Goupia glabra	-72.679167	2.268611
Goupia glabra	-72.542222	2.215556
Goupia glabra	-67.407667	3.446889
Goupia glabra	-67.358056	3.363611
Goupia glabra	-53.21884	3.58007
Goupia glabra	-52.23741	4.0561
Goupia glabra	-52.43035	3.7973
Goupia glabra	-70.170528	-2.537389
Goupia glabra	-72.563361	2.585111
Goupia glabra	-74.746615	5.880493
Goupia glabra	-67.533472	6.050108
Goupia glabra	-72.317006	2.148283
Goupia glabra	-72.333864	2.147419
Goupia glabra	-74.946072	5.800326
Goupia glabra	-53.24865	4.67709
Goupia glabra	-53.31341	4.55545
Goupia glabra	-70.341111	2.490556
Goupia glabra	-72.862788	-1.466788
Goupia glabra	-63.414722	5.318333
Goupia glabra	-74.946302	6.062625
Goupia glabra	-72.7475	2.34028
Goupia glabra	-66.617	4.083
Goupia glabra	-66.717	4.083
Goupia glabra	-67.081	3.959
Goupia glabra	-66.3	4.7
Goupia glabra	-72.96814	2.52217
Goupia glabra	-75.015797	7.83803
Goupia glabra	-72.423611	0.213056
Goupia glabra	-72.629167	0.157222
Goupia glabra	-60.458611	-2.805278
Goupia glabra	-74.546944	6.381389
Goupia glabra	-72.43069	1.90486
Goupia glabra	-72.923333	0.260556
Goupia glabra	-72.66083	2.36667
Goupia glabra	-62.783333	6.008333
Goupia glabra	-64.872	6.357
Goupia glabra	-72.641111	0.5175
Goupia glabra	-72.630556	0.5
Goupia glabra	-72.39778	-0.59305
Goupia glabra	-71.71722	-1.91806
Goupia glabra	-70.41882	-1.48461
Goupia glabra	-59.361944	-10.16
Goupia glabra	-72.35694	-0.61388
Goupia glabra	-71.6075	-0.915278
Goupia glabra	-69.799611	4.456478
Goupia glabra	-71.19028	2.17806
Goupia glabra	-71.164139	2.205
Goupia glabra	-72.31778	2.54056
Goupia glabra	-72.69028	2.49472
Goupia glabra	-66.116111	5.614167
Goupia glabra	-65.666667	3.166667
Goupia glabra	-73.12556	2.33215
Goupia glabra	-69.525	-1.09583
Goupia glabra	-75.166667	7.55
Goupia glabra	-69.85	-1.075
Goupia glabra	-59.453889	-2.2425
Goupia glabra	-70.105013	1.075425
Goupia glabra	-70.165803	1.183004
Goupia glabra	-72.09306	-0.65833
Goupia glabra	-63.526389	6.319444
Goupia glabra	-65.066667	6.666667
Goupia glabra	-72.10167	-0.533333
Goupia glabra	-72.658333	1.066667
Goupia glabra	-72.666667	1.083333
Goupia glabra	-66.833333	2.666667
Goupia glabra	-71.8905	-0.74683
Goupia glabra	-64.55	-2.9333
Goupia glabra	-66.7	4.983333
Goupia glabra	-64.466667	6.633333
Goupia glabra	-72.395	-0.58138
Goupia glabra	-76.82391	3.866506
Goupia glabra	-71.80933	-0.86688
Goupia glabra	-66.45	3.683333
Goupia glabra	-69.58	-1.02917
Goupia glabra	-73.25	-4.166667
Goupia glabra	-63.4	4.966667
Goupia glabra	-74.55	8.333333
Goupia glabra	-78.966667	9.366667
Goupia glabra	-62.7	5.4
Goupia glabra	-66.708333	5.583333
Goupia glabra	-74.833333	5.966667
Goupia glabra	-77	3.916667
Goupia glabra	-45.250833	-3.491944
Goupia glabra	-52.375	-0.895278
Goupia glabra	-56.17	-11.4
Goupia glabra	-76.97872	4.00222
Goupia glabra	-74.484242	8.368017
Goupia glabra	-71.09002	-1.09549
Goupia glabra	-72.3157	-0.65585
Goupia glabra	-57.5	4
Goupia glabra	-73.927736	6.619337
Goupia glabra	-73.914444	6.618889
Goupia glabra	-66.41666	1.08333
Goupia glabra	-51.4309	-1.72358
Goupia glabra	-59.9468382	-2.9289898
Goupia glabra	-55.92	-9.63
Goupia glabra	-55.55	4.9333333
Goupia glabra	-60.2098673	-2.6185037
Goupia glabra	-51.59084	-1.78128
Goupia glabra	-59.9015673	-2.4066878
Goupia glabra	-51.48499	-1.72963
Goupia glabra	-51.51098	-1.73408
Goupia glabra	-51.45916	-1.70781
Goupia glabra	-54.68333333	2.483333333
Goupia glabra	-51.52048	-1.75391
Goupia glabra	-52.85	-0.45
Goupia glabra	-51.81944444	4.033333333
Goupia glabra	-53.03333333	5.316666667
Goupia glabra	-71.71	-1.91
Goupia glabra	-58.17	6.05
Goupia glabra	-45.377479	-1.650224
Goupia glabra	-72.56	2.58
Goupia glabra	-73.12	2.33
Goupia glabra	-76.12118	7.89821
Goupia glabra	-59.983333	-2.916667
Goupia glabra	-59.9053463	-2.9698361
Goupia glabra	-70.29524374	-4.290454489
Goupia glabra	-63.0014	-9.2337
Goupia glabra	-49.66667	-4.05
Goupia glabra	-59.25417	0.73722
Goupia glabra	-64.2158	-9.2425
Goupia glabra	-48.80464	-2.18025
Goupia glabra	-48.4657	-3.28265
Goupia glabra	-65.0436	-9.3936
Goupia glabra	-52.91667	-0.91667
